Superfamily,Group,Family,Subfamily,Protein,WebLogo,Members
PK,TK,Eph,,,PK_TK_Eph.png,PKA;EphA1;EphA10;EphA2;EphA3;EphA4;EphA5;EphA6;EphA7;EphA8;EphB1;EphB2;EphB3;EphB4;EphB6
PK,TK,Eph,,EphA1 (EPHA1),PK_TK_Eph__EphA1.png,EphA1;PKA
PK,TK,Eph,,EphA2 (EPHA2),PK_TK_Eph__EphA2.png,EphA2;PKA
PK,TK,Eph,,EphA3 (EPHA3),PK_TK_Eph__EphA3.png,EphA3;PKA
PK,TK,Eph,,EphA4 (EPHA4),PK_TK_Eph__EphA4.png,EphA4;PKA
PK,TK,Eph,,EphA5 (EPHA5),PK_TK_Eph__EphA5.png,EphA5;PKA
PK,TK,Eph,,EphA6 (EPHA6),PK_TK_Eph__EphA6.png,EphA6;PKA
PK,TK,Eph,,EphA7 (EPHA7),PK_TK_Eph__EphA7.png,EphA7;PKA
PK,TK,Eph,,EphA8 (EPHA8),PK_TK_Eph__EphA8.png,EphA8;PKA
PK,TK,Eph,,EphA10 (EPHA10),PK_TK_Eph__EphA10.png,EphA10;PKA
PK,TK,Eph,,EphB1 (EPHB1),PK_TK_Eph__EphB1.png,EphB1;PKA
PK,TK,Eph,,EphB2 (EPHB2),PK_TK_Eph__EphB2.png,EphB2;PKA
PK,TK,Eph,,EphB3 (EPHB3),PK_TK_Eph__EphB3.png,EphB3;PKA
PK,TK,Eph,,EphB4 (EPHB4),PK_TK_Eph__EphB4.png,EphB4;PKA
PK,TK,Eph,,EphB6 (EPHB6),PK_TK_Eph__EphB6.png,EphB6;PKA
PK,TK,FAK,,,PK_TK_FAK.png,PKA;FAK;PYK2
PK,TK,FAK,,FAK (PTK2),PK_TK_FAK__FAK.png,FAK;PKA
PK,TK,FAK,,PYK2 (PTK2B),PK_TK_FAK__PYK2.png,PYK2;PKA
PK,TK,Fer,,,PK_TK_Fer.png,PKA;FER;FES
PK,TK,Fer,,FER,PK_TK_Fer__FER.png,FER;PKA
PK,TK,Fer,,FES,PK_TK_Fer__FES.png,FES;PKA
PK,TK,FGFR,,,PK_TK_FGFR.png,PKA;FGFR1;FGFR2;FGFR3;FGFR4
PK,TK,FGFR,,FGFR1,PK_TK_FGFR__FGFR1.png,FGFR1;PKA
PK,TK,FGFR,,FGFR2,PK_TK_FGFR__FGFR2.png,FGFR2;PKA
PK,TK,FGFR,,FGFR3,PK_TK_FGFR__FGFR3.png,FGFR3;PKA
PK,TK,FGFR,,FGFR4,PK_TK_FGFR__FGFR4.png,FGFR4;PKA
PK,TK,InsR,,,PK_TK_InsR.png,PKA;IGF1R;INSR;IRR
PK,TK,InsR,,IGF1R,PK_TK_InsR__IGF1R.png,IGF1R;PKA
PK,TK,InsR,,INSR,PK_TK_InsR__INSR.png,INSR;PKA
PK,TK,InsR,,IRR (INSRR),PK_TK_InsR__IRR.png,IRR;PKA
PK,TK,Jak,,,PK_TK_Jak.png,PKA;JAK1;JAK2;JAK3;TYK2
PK,TK,Jak,,JAK1,PK_TK_Jak__JAK1.png,JAK1;PKA
PK,TK,Jak,,JAK2,PK_TK_Jak__JAK2.png,JAK2;PKA
PK,TK,Jak,,JAK3,PK_TK_Jak__JAK3.png,JAK3;PKA
PK,TK,Jak,,TYK2,PK_TK_Jak__TYK2.png,TYK2;PKA
PK,TK,JakB,,,PK_TK_JakB.png,PKA;JAK1_b;JAK2_b;JAK3_b;TYK2_b
PK,TK,JakB,,JAK1_b (JAK1),PK_TK_JakB__JAK1-b.png,JAK1_b;PKA
PK,TK,JakB,,JAK2_b (JAK2),PK_TK_JakB__JAK2-b.png,JAK2_b;PKA
PK,TK,JakB,,JAK3_b (JAK3),PK_TK_JakB__JAK3-b.png,JAK3_b;PKA
PK,TK,JakB,,TYK2_b (TYK2),PK_TK_JakB__TYK2-b.png,TYK2_b;PKA
PK,TK,Lmr,,,PK_TK_Lmr.png,PKA;LMR1;LMR2;LMR3
PK,TK,Lmr,,LMR1 (AATK),PK_TK_Lmr__LMR1.png,LMR1;PKA
PK,TK,Lmr,,LMR2 (LMTK2),PK_TK_Lmr__LMR2.png,LMR2;PKA
PK,TK,Lmr,,LMR3 (LMTK3),PK_TK_Lmr__LMR3.png,LMR3;PKA
PK,TK,Met,,,PK_TK_Met.png,PKA;MET;RON
PK,TK,Met,,MET,PK_TK_Met__MET.png,MET;PKA
PK,TK,Met,,RON (MST1R),PK_TK_Met__RON.png,RON;PKA
PK,TK,Musk,,,PK_TK_Musk.png,PKA;MUSK
PK,TK,Musk,,MUSK,PK_TK_Musk__MUSK.png,MUSK;PKA
PK,TK,PDGFR,,,PK_TK_PDGFR.png,PKA;FLT3;FMS;KIT;PDGFRa;PDGFRb
PK,TK,PDGFR,,FLT3,PK_TK_PDGFR__FLT3.png,FLT3;PKA
PK,TK,PDGFR,,FMS (CSF1R),PK_TK_PDGFR__FMS.png,FMS;PKA
PK,TK,PDGFR,,KIT,PK_TK_PDGFR__KIT.png,KIT;PKA
PK,TK,PDGFR,,PDGFRa (PDGFRA),PK_TK_PDGFR__PDGFRa.png,PDGFRa;PKA
PK,TK,PDGFR,,PDGFRb (PDGFRB),PK_TK_PDGFR__PDGFRb.png,PDGFRb;PKA
PK,TK,Ret,,,PK_TK_Ret.png,PKA;RET
PK,TK,Ret,,RET,PK_TK_Ret__RET.png,RET;PKA
PK,TK,Ror,,,PK_TK_Ror.png,PKA;ROR1;ROR2
PK,TK,Ror,,ROR1,PK_TK_Ror__ROR1.png,ROR1;PKA
PK,TK,Ror,,ROR2,PK_TK_Ror__ROR2.png,ROR2;PKA
PK,TK,Ryk,,,PK_TK_Ryk.png,PKA;RYK
PK,TK,Ryk,,RYK,PK_TK_Ryk__RYK.png,RYK;PKA
PK,TK,Sev,,,PK_TK_Sev.png,PKA;ROS
PK,TK,Sev,,ROS (ROS1),PK_TK_Sev__ROS.png,ROS;PKA
PK,TK,Src,,,PK_TK_Src.png,PKA;BLK;BRK;FGR;FRK;FYN;HCK;LCK;LYN;SRC;SRM;YES
PK,TK,Src,,BLK,PK_TK_Src__BLK.png,BLK;PKA
PK,TK,Src,,BRK (PTK6),PK_TK_Src__BRK.png,BRK;PKA
PK,TK,Src,,FGR,PK_TK_Src__FGR.png,FGR;PKA
PK,TK,Src,,FRK,PK_TK_Src__FRK.png,FRK;PKA
PK,TK,Src,,FYN,PK_TK_Src__FYN.png,FYN;PKA
PK,TK,Src,,HCK,PK_TK_Src__HCK.png,HCK;PKA
PK,TK,Src,,LCK,PK_TK_Src__LCK.png,LCK;PKA
PK,TK,Src,,LYN,PK_TK_Src__LYN.png,LYN;PKA
PK,TK,Src,,SRC,PK_TK_Src__SRC.png,SRC;PKA
PK,TK,Src,,SRM (SRMS),PK_TK_Src__SRM.png,SRM;PKA
PK,TK,Src,,YES (YES1),PK_TK_Src__YES.png,YES;PKA
PK,TK,Syk,,,PK_TK_Syk.png,PKA;SYK;ZAP70
PK,TK,Syk,,SYK,PK_TK_Syk__SYK.png,SYK;PKA
PK,TK,Syk,,ZAP70,PK_TK_Syk__ZAP70.png,ZAP70;PKA
PK,TK,Tec,,,PK_TK_Tec.png,PKA;BMX;BTK;ITK;TEC;TXK
PK,TK,Tec,,BMX,PK_TK_Tec__BMX.png,BMX;PKA
PK,TK,Tec,,BTK,PK_TK_Tec__BTK.png,BTK;PKA
PK,TK,Tec,,ITK,PK_TK_Tec__ITK.png,ITK;PKA
PK,TK,Tec,,TEC,PK_TK_Tec__TEC.png,TEC;PKA
PK,TK,Tec,,TXK,PK_TK_Tec__TXK.png,TXK;PKA
PK,TK,Tie,,,PK_TK_Tie.png,PKA;TIE1;TIE2
PK,TK,Tie,,TIE1,PK_TK_Tie__TIE1.png,TIE1;PKA
PK,TK,Tie,,TIE2 (TEK),PK_TK_Tie__TIE2.png,TIE2;PKA
PK,TK,Trk,,,PK_TK_Trk.png,PKA;TRKA;TRKB;TRKC
PK,TK,Trk,,TRKA (NTRK1),PK_TK_Trk__TRKA.png,TRKA;PKA
PK,TK,Trk,,TRKB (NTRK2),PK_TK_Trk__TRKB.png,TRKB;PKA
PK,TK,Trk,,TRKC (NTRK3),PK_TK_Trk__TRKC.png,TRKC;PKA
PK,TK,VEGFR,,,PK_TK_VEGFR.png,PKA;FLT1;FLT4;KDR
PK,TK,VEGFR,,FLT1,PK_TK_VEGFR__FLT1.png,FLT1;PKA
PK,TK,VEGFR,,FLT4,PK_TK_VEGFR__FLT4.png,FLT4;PKA
PK,TK,VEGFR,,KDR,PK_TK_VEGFR__KDR.png,KDR;PKA
PK,TK,TK-Unique,,,PK_TK_TK-Unique.png,PKA;SuRTK106
PK,TK,TK-Unique,,SuRTK106 (STYK1),PK_TK_TK-Unique__SuRTK106.png,SuRTK106;PKA
PK,TKL,,,,PK_TKL.png,PKA;ACTR2;ACTR2B;ALK1;ALK2;ALK4;ALK7;ANKRD3;ARAF;BMPR1A;BMPR1B;BMPR2;BRAF;DLK;HH498;ILK;IRAK1;IRAK2;IRAK3;IRAK4;KSR1;KSR2;LIMK1;LIMK2;LRRK1;LRRK2;LZK;MISR2;MLK1;MLK2;MLK3;MLK4;MLKL;RAF1;RIPK1;RIPK2;RIPK3;SgK288;TAK1;TESK1;TESK2;TGFbR1;TGFbR2;ZAK
PK,TKL,IRAK,,,PK_TKL_IRAK.png,PKA;IRAK1;IRAK2;IRAK3;IRAK4
PK,TKL,IRAK,,IRAK1,PK_TKL_IRAK__IRAK1.png,IRAK1;PKA
PK,TKL,IRAK,,IRAK2,PK_TKL_IRAK__IRAK2.png,IRAK2;PKA
PK,TKL,IRAK,,IRAK3,PK_TKL_IRAK__IRAK3.png,IRAK3;PKA
PK,TKL,IRAK,,IRAK4,PK_TKL_IRAK__IRAK4.png,IRAK4;PKA
PK,TKL,LISK,,,PK_TKL_LISK.png,PKA;LIMK1;LIMK2;TESK1;TESK2
PK,TKL,LISK,LIMK,,PK_TKL_LISK_LIMK.png,PKA;LIMK1;LIMK2
PK,TKL,LISK,LIMK,LIMK1,PK_TKL_LISK_LIMK_LIMK1.png,LIMK1;PKA
PK,TKL,LISK,LIMK,LIMK2,PK_TKL_LISK_LIMK_LIMK2.png,LIMK2;PKA
PK,TKL,LISK,TESK,,PK_TKL_LISK_TESK.png,PKA;TESK1;TESK2
PK,TKL,LISK,TESK,TESK1,PK_TKL_LISK_TESK_TESK1.png,TESK1;PKA
PK,TKL,LISK,TESK,TESK2,PK_TKL_LISK_TESK_TESK2.png,TESK2;PKA
PK,TKL,LRRK,,,PK_TKL_LRRK.png,PKA;LRRK1;LRRK2
PK,TKL,LRRK,,LRRK1,PK_TKL_LRRK__LRRK1.png,LRRK1;PKA
PK,TKL,LRRK,,LRRK2,PK_TKL_LRRK__LRRK2.png,LRRK2;PKA
PK,TKL,MLK,,,PK_TKL_MLK.png,PKA;DLK;HH498;ILK;LZK;MLK1;MLK2;MLK3;MLK4;TAK1;ZAK
PK,TKL,MLK,HH498,,PK_TKL_MLK_HH498.png,PKA;HH498
PK,TKL,MLK,HH498,HH498 (TNNI3K),PK_TKL_MLK_HH498_HH498.png,HH498;PKA
PK,TKL,MLK,ILK,,PK_TKL_MLK_ILK.png,PKA;ILK
PK,TKL,MLK,ILK,ILK,PK_TKL_MLK_ILK_ILK.png,ILK;PKA
PK,TKL,MLK,LZK,,PK_TKL_MLK_LZK.png,PKA;DLK;LZK
PK,TKL,MLK,LZK,DLK (MAP3K12),PK_TKL_MLK_LZK_DLK.png,DLK;PKA
PK,TKL,MLK,LZK,LZK (MAP3K13),PK_TKL_MLK_LZK_LZK.png,LZK;PKA
PK,TKL,MLK,MLK,,PK_TKL_MLK_MLK.png,PKA;MLK1;MLK2;MLK3;MLK4
PK,TKL,MLK,MLK,MLK1 (MAP3K9),PK_TKL_MLK_MLK_MLK1.png,MLK1;PKA
PK,TKL,MLK,MLK,MLK2 (MAP3K10),PK_TKL_MLK_MLK_MLK2.png,MLK2;PKA
PK,TKL,MLK,MLK,MLK3 (MAP3K11),PK_TKL_MLK_MLK_MLK3.png,MLK3;PKA
PK,TKL,MLK,MLK,MLK4 (MAP3K21),PK_TKL_MLK_MLK_MLK4.png,MLK4;PKA
PK,TKL,MLK,TAK1,,PK_TKL_MLK_TAK1.png,PKA;TAK1
PK,TKL,MLK,TAK1,TAK1 (MAP3K7),PK_TKL_MLK_TAK1_TAK1.png,TAK1;PKA
PK,TKL,MLK,ZAK,,PK_TKL_MLK_ZAK.png,PKA;ZAK
PK,TKL,MLK,ZAK,ZAK (MAP3K20),PK_TKL_MLK_ZAK_ZAK.png,ZAK;PKA
PK,TKL,RAF,,,PK_TKL_RAF.png,PKA;ARAF;BRAF;KSR1;KSR2;RAF1
PK,TKL,RAF,KSR,,PK_TKL_RAF_KSR.png,PKA;KSR1
PK,TKL,RAF,KSR,KSR1,PK_TKL_RAF_KSR_KSR1.png,KSR1;PKA
PK,TKL,RAF,,ARAF,PK_TKL_RAF__ARAF.png,ARAF;PKA
PK,TKL,RAF,,BRAF,PK_TKL_RAF__BRAF.png,BRAF;PKA
PK,TKL,RAF,,KSR2,PK_TKL_RAF__KSR2.png,KSR2;PKA
PK,TKL,RAF,,RAF1,PK_TKL_RAF__RAF1.png,RAF1;PKA
PK,TKL,RIPK,,,PK_TKL_RIPK.png,PKA;ANKRD3;RIPK1;RIPK2;RIPK3;SgK288
PK,TKL,RIPK,,ANKRD3 (RIPK4),PK_TKL_RIPK__ANKRD3.png,ANKRD3;PKA
PK,TKL,RIPK,,RIPK1,PK_TKL_RIPK__RIPK1.png,RIPK1;PKA
PK,TKL,RIPK,,RIPK2,PK_TKL_RIPK__RIPK2.png,RIPK2;PKA
PK,TKL,RIPK,,RIPK3,PK_TKL_RIPK__RIPK3.png,RIPK3;PKA
PK,TKL,RIPK,,SgK288 (ANKK1),PK_TKL_RIPK__SgK288.png,SgK288;PKA
PK,TKL,STKR,,,PK_TKL_STKR.png,PKA;ACTR2;ACTR2B;ALK1;ALK2;ALK4;ALK7;BMPR1A;BMPR1B;BMPR2;MISR2;TGFbR1;TGFbR2
PK,TKL,STKR,STKR1,,PK_TKL_STKR_STKR1.png,PKA;ALK1;ALK2;ALK4;ALK7;BMPR1A;BMPR1B;TGFbR1
PK,TKL,STKR,STKR1,ALK1 (ACVRL1),PK_TKL_STKR_STKR1_ALK1.png,ALK1;PKA
PK,TKL,STKR,STKR1,ALK2 (ACVR1),PK_TKL_STKR_STKR1_ALK2.png,ALK2;PKA
PK,TKL,STKR,STKR1,ALK4 (ACVR1B),PK_TKL_STKR_STKR1_ALK4.png,ALK4;PKA
PK,TKL,STKR,STKR1,ALK7 (ACVR1C),PK_TKL_STKR_STKR1_ALK7.png,ALK7;PKA
PK,TKL,STKR,STKR1,BMPR1A,PK_TKL_STKR_STKR1_BMPR1A.png,BMPR1A;PKA
PK,TKL,STKR,STKR1,BMPR1B,PK_TKL_STKR_STKR1_BMPR1B.png,BMPR1B;PKA
PK,TKL,STKR,STKR1,TGFbR1 (TGFBR1),PK_TKL_STKR_STKR1_TGFbR1.png,TGFbR1;PKA
PK,TKL,STKR,STKR2,,PK_TKL_STKR_STKR2.png,PKA;ACTR2;ACTR2B;BMPR2;MISR2;TGFbR2
PK,TKL,STKR,STKR2,ACTR2 (ACVR2A),PK_TKL_STKR_STKR2_ACTR2.png,ACTR2;PKA
PK,TKL,STKR,STKR2,ACTR2B (ACVR2B),PK_TKL_STKR_STKR2_ACTR2B.png,ACTR2B;PKA
PK,TKL,STKR,STKR2,BMPR2,PK_TKL_STKR_STKR2_BMPR2.png,BMPR2;PKA
PK,TKL,STKR,STKR2,MISR2 (AMHR2),PK_TKL_STKR_STKR2_MISR2.png,MISR2;PKA
PK,TKL,STKR,STKR2,TGFbR2 (TGFBR2),PK_TKL_STKR_STKR2_TGFbR2.png,TGFbR2;PKA
PK,TKL,TKL-Unique,,,PK_TKL_TKL-Unique.png,PKA;MLKL
PK,TKL,TKL-Unique,,MLKL,PK_TKL_TKL-Unique__MLKL.png,MLKL;PKA
PK,Other,,,,PK_Other.png,PKA;AAK1;AurA;AurB;AurC;BIKE;BUB1;BUBR1;CDC7;CLIK1;CLIK1L;CaMKK1;CaMKK2;Fused;GAK;GCN2;HRI;Haspin;IKKa;IKKb;IKKe;IRE1;IRE2;KIS;MOS;MPSK1;MYT1;NEK1;NEK10;NEK11;NEK2;NEK3;NEK4;NEK5;NEK6;NEK7;NEK8;NEK9;NRBP1;NRBP2;PAN3;PBK;PEK;PIK3R4;PINK1;PKR;PLK1;PLK2;PLK3;PLK4;PRPK;RNAseL;SBK;SCYL1;SCYL2;SCYL3;SgK069;SgK071;SgK110;SgK196;SgK223;SgK269;SgK307;SgK396;SgK424;SgK493;SgK496;Slob;TBCK;TBK1;TLK1;TLK2;TTK;ULK1;ULK2;ULK3;ULK4;Wee1;Wee1B;Wnk1;Wnk2;Wnk3;Wnk4
PK,Other,Aur,,,PK_Other_Aur.png,PKA;AurA;AurB;AurC
PK,Other,Aur,,AurA (AURKA),PK_Other_Aur__AurA.png,AurA;PKA
PK,Other,Aur,,AurB (AURKB),PK_Other_Aur__AurB.png,AurB;PKA
PK,Other,Aur,,AurC (AURKC),PK_Other_Aur__AurC.png,AurC;PKA
PK,Other,BUB,,,PK_Other_BUB.png,PKA;BUB1;BUBR1
PK,Other,BUB,,BUB1,PK_Other_BUB__BUB1.png,BUB1;PKA
PK,Other,BUB,,BUBR1 (BUB1B),PK_Other_BUB__BUBR1.png,BUBR1;PKA
PK,Other,Bud32,,,,PKA;PRPK
PK,Other,Bud32,,PRPK (TP53RK),,PRPK;PKA
PK,Other,CAMKK,,,PK_Other_CAMKK.png,PKA;CaMKK1;CaMKK2
PK,Other,CAMKK,CAMKK-Meta,,PK_Other_CAMKK_CAMKK-Meta.png,PKA;CaMKK1;CaMKK2
PK,Other,CAMKK,CAMKK-Meta,CaMKK1 (CAMKK1),PK_Other_CAMKK_CAMKK-Meta_CaMKK1.png,CaMKK1;PKA
PK,Other,CAMKK,CAMKK-Meta,CaMKK2 (CAMKK2),PK_Other_CAMKK_CAMKK-Meta_CaMKK2.png,CaMKK2;PKA
PK,Other,CDC7,,,PK_Other_CDC7.png,PKA;CDC7
PK,Other,CDC7,,CDC7,PK_Other_CDC7__CDC7.png,CDC7;PKA
PK,Other,Dusty,,,PK_Other_Dusty.png,PKA;SgK496
PK,Other,Dusty,,SgK496 (DSTYK),PK_Other_Dusty__SgK496.png,SgK496;PKA
PK,Other,Haspin,,,,PKA;Haspin
PK,Other,Haspin,,Haspin (HASPIN),,Haspin;PKA
PK,Other,IKK,,,PK_Other_IKK.png,PKA;IKKa;IKKb;IKKe;TBK1
PK,Other,IKK,,IKKa (CHUK),PK_Other_IKK__IKKa.png,IKKa;PKA
PK,Other,IKK,,IKKb (IKBKB),PK_Other_IKK__IKKb.png,IKKb;PKA
PK,Other,IKK,,IKKe (IKBKE),PK_Other_IKK__IKKe.png,IKKe;PKA
PK,Other,IKK,,TBK1,PK_Other_IKK__TBK1.png,TBK1;PKA
PK,Other,IRE,,,PK_Other_IRE.png,PKA;IRE1;IRE2
PK,Other,IRE,,IRE1 (ERN1),PK_Other_IRE__IRE1.png,IRE1;PKA
PK,Other,IRE,,IRE2 (ERN2),PK_Other_IRE__IRE2.png,IRE2;PKA
PK,Other,KIS,,,PK_Other_KIS.png,PKA;KIS
PK,Other,KIS,,KIS (UHMK1),PK_Other_KIS__KIS.png,KIS;PKA
PK,Other,MOS,,,PK_Other_MOS.png,PKA;MOS
PK,Other,MOS,,MOS,PK_Other_MOS__MOS.png,MOS;PKA
PK,Other,NAK,,,PK_Other_NAK.png,PKA;AAK1;BIKE;GAK;MPSK1
PK,Other,NAK,,AAK1,PK_Other_NAK__AAK1.png,AAK1;PKA
PK,Other,NAK,,BIKE (BMP2K),PK_Other_NAK__BIKE.png,BIKE;PKA
PK,Other,NAK,,GAK,PK_Other_NAK__GAK.png,GAK;PKA
PK,Other,NAK,,MPSK1 (STK16),PK_Other_NAK__MPSK1.png,MPSK1;PKA
PK,Other,NEK,,,PK_Other_NEK.png,PKA;NEK1;NEK10;NEK11;NEK2;NEK3;NEK4;NEK5;NEK6;NEK7;NEK8;NEK9
PK,Other,NEK,,NEK1,PK_Other_NEK__NEK1.png,NEK1;PKA
PK,Other,NEK,,NEK2,PK_Other_NEK__NEK2.png,NEK2;PKA
PK,Other,NEK,,NEK3,PK_Other_NEK__NEK3.png,NEK3;PKA
PK,Other,NEK,,NEK4,PK_Other_NEK__NEK4.png,NEK4;PKA
PK,Other,NEK,,NEK5,PK_Other_NEK__NEK5.png,NEK5;PKA
PK,Other,NEK,,NEK6,PK_Other_NEK__NEK6.png,NEK6;PKA
PK,Other,NEK,,NEK7,PK_Other_NEK__NEK7.png,NEK7;PKA
PK,Other,NEK,,NEK8,PK_Other_NEK__NEK8.png,NEK8;PKA
PK,Other,NEK,,NEK9,PK_Other_NEK__NEK9.png,NEK9;PKA
PK,Other,NEK,,NEK10,PK_Other_NEK__NEK10.png,NEK10;PKA
PK,Other,NEK,,NEK11,PK_Other_NEK__NEK11.png,NEK11;PKA
PK,Other,NKF1,,,PK_Other_NKF1.png,PKA;SBK;SgK069;SgK110
PK,Other,NKF1,,SBK (SBK1),PK_Other_NKF1__SBK.png,SBK;PKA
PK,Other,NKF1,,SgK069 (SBK2),PK_Other_NKF1__SgK069.png,SgK069;PKA
PK,Other,NKF1,,SgK110 (SBK3),PK_Other_NKF1__SgK110.png,SgK110;PKA
PK,Other,NKF2,,,PK_Other_NKF2.png,PKA;PINK1
PK,Other,NKF2,,PINK1,PK_Other_NKF2__PINK1.png,PINK1;PKA
PK,Other,NKF3,,,PK_Other_NKF3.png,PKA;SgK223;SgK269
PK,Other,NKF3,,SgK223 (PRAG1),PK_Other_NKF3__SgK223.png,SgK223;PKA
PK,Other,NKF3,,SgK269 (PEAK1),PK_Other_NKF3__SgK269.png,SgK269;PKA
PK,Other,NKF4,,,PK_Other_NKF4.png,PKA;CLIK1;CLIK1L
PK,Other,NKF4,,CLIK1 (STK35),PK_Other_NKF4__CLIK1.png,CLIK1;PKA
PK,Other,NKF4,,CLIK1L (PDIK1L),PK_Other_NKF4__CLIK1L.png,CLIK1L;PKA
PK,Other,NKF5,,,PK_Other_NKF5.png,PKA;SgK307;SgK424
PK,Other,NKF5,,SgK307 (TEX14),PK_Other_NKF5__SgK307.png,SgK307;PKA
PK,Other,NKF5,,SgK424 (Tex14),PK_Other_NKF5__SgK424.png,SgK424;PKA
PK,Other,NRBP,,,PK_Other_NRBP.png,PKA;NRBP1;NRBP2
PK,Other,NRBP,,NRBP1,PK_Other_NRBP__NRBP1.png,NRBP1;PKA
PK,Other,NRBP,,NRBP2,PK_Other_NRBP__NRBP2.png,NRBP2;PKA
PK,Other,PAN3,,,PK_Other_PAN3.png,PKA;PAN3
PK,Other,PAN3,,PAN3,PK_Other_PAN3__PAN3.png,PAN3;PKA
PK,Other,PEK,,,PK_Other_PEK.png,PKA;GCN2;HRI;PEK;PKR
PK,Other,PEK,GCN2,,PK_Other_PEK_GCN2.png,PKA;GCN2
PK,Other,PEK,GCN2,GCN2 (EIF2AK4),PK_Other_PEK_GCN2_GCN2.png,GCN2;PKA
PK,Other,PEK,PEK,,PK_Other_PEK_PEK.png,PKA;PEK
PK,Other,PEK,PEK,PEK (EIF2AK3),PK_Other_PEK_PEK_PEK.png,PEK;PKA
PK,Other,PEK,,HRI (EIF2AK1),PK_Other_PEK__HRI.png,HRI;PKA
PK,Other,PEK,,PKR (EIF2AK2),PK_Other_PEK__PKR.png,PKR;PKA
PK,Other,PLK,,,PK_Other_PLK.png,PKA;PLK1;PLK2;PLK3;PLK4
PK,Other,PLK,,PLK1,PK_Other_PLK__PLK1.png,PLK1;PKA
PK,Other,PLK,,PLK2,PK_Other_PLK__PLK2.png,PLK2;PKA
PK,Other,PLK,,PLK3,PK_Other_PLK__PLK3.png,PLK3;PKA
PK,Other,PLK,,PLK4,PK_Other_PLK__PLK4.png,PLK4;PKA
PK,Other,SCY1,,,PK_Other_SCY1.png,PKA;SCYL1;SCYL2;SCYL3
PK,Other,SCY1,,SCYL1,PK_Other_SCY1__SCYL1.png,SCYL1;PKA
PK,Other,SCY1,,SCYL2,PK_Other_SCY1__SCYL2.png,SCYL2;PKA
PK,Other,SCY1,,SCYL3,,SCYL3;PKA
PK,Other,SgK071,,,PK_Other_SgK071.png,PKA;SgK071
PK,Other,SgK071,,SgK071 (STKLD1),PK_Other_SgK071__SgK071.png,SgK071;PKA
PK,Other,SgK493,,,PK_Other_SgK493.png,PKA;SgK493
PK,Other,SgK493,,SgK493 (PKDCC),PK_Other_SgK493__SgK493.png,SgK493;PKA
PK,Other,Slob,,,PK_Other_Slob.png,PKA;Slob
PK,Other,Slob,,Slob (PXK),PK_Other_Slob__Slob.png,Slob;PKA
PK,Other,TBCK,,,PK_Other_TBCK.png,PKA;TBCK
PK,Other,TBCK,,TBCK,PK_Other_TBCK__TBCK.png,TBCK;PKA
PK,Other,TLK,,,PK_Other_TLK.png,PKA;TLK1;TLK2
PK,Other,TLK,,TLK1,PK_Other_TLK__TLK1.png,TLK1;PKA
PK,Other,TLK,,TLK2,PK_Other_TLK__TLK2.png,TLK2;PKA
PK,Other,TOPK,,,PK_Other_TOPK.png,PKA;PBK
PK,Other,TOPK,,PBK,PK_Other_TOPK__PBK.png,PBK;PKA
PK,Other,TTK,,,PK_Other_TTK.png,PKA;TTK
PK,Other,TTK,,TTK,PK_Other_TTK__TTK.png,TTK;PKA
PK,Other,ULK,,,PK_Other_ULK.png,PKA;Fused;ULK1;ULK2;ULK3;ULK4
PK,Other,ULK,,Fused (STK36),PK_Other_ULK__Fused.png,Fused;PKA
PK,Other,ULK,,ULK1,PK_Other_ULK__ULK1.png,ULK1;PKA
PK,Other,ULK,,ULK2,PK_Other_ULK__ULK2.png,ULK2;PKA
PK,Other,ULK,,ULK3,PK_Other_ULK__ULK3.png,ULK3;PKA
PK,Other,ULK,,ULK4,PK_Other_ULK__ULK4.png,ULK4;PKA
PK,Other,VPS15,,,PK_Other_VPS15.png,PKA;PIK3R4
PK,Other,VPS15,,PIK3R4,PK_Other_VPS15__PIK3R4.png,PIK3R4;PKA
PK,Other,WEE,,,PK_Other_WEE.png,PKA;MYT1;Wee1;Wee1B
PK,Other,WEE,,MYT1 (PKMYT1),PK_Other_WEE__MYT1.png,MYT1;PKA
PK,Other,WEE,,Wee1 (WEE1),PK_Other_WEE__Wee1.png,Wee1;PKA
PK,Other,WEE,,Wee1B (WEE2),PK_Other_WEE__Wee1B.png,Wee1B;PKA
PK,Other,WNK,,,PK_Other_WNK.png,PKA;Wnk1;Wnk2;Wnk3;Wnk4
PK,Other,WNK,,Wnk1 (WNK1),PK_Other_WNK__Wnk1.png,Wnk1;PKA
PK,Other,WNK,,Wnk2 (WNK2),PK_Other_WNK__Wnk2.png,Wnk2;PKA
PK,Other,WNK,,Wnk3 (WNK3),PK_Other_WNK__Wnk3.png,Wnk3;PKA
PK,Other,WNK,,Wnk4 (WNK4),PK_Other_WNK__Wnk4.png,Wnk4;PKA
PK,Other,Other-Unique,,,PK_Other_Other-Unique.png,PKA;RNAseL;SgK196;SgK396
PK,Other,Other-Unique,,RNAseL (RNASEL),,RNAseL;PKA
PK,Other,Other-Unique,,SgK196 (POMK),PK_Other_Other-Unique__SgK196.png,SgK196;PKA
PK,Other,Other-Unique,,SgK396 (STK31),PK_Other_Other-Unique__SgK396.png,SgK396;PKA
