Superfamily,Group,Family,Subfamily,Protein,Members,UniProt,IDG_Dark,Aligned_Seq,Ortholog_Seq,weblogo_aln,barplot_ptm,weblogo_mut,barplot_mut,aligned_aln,aligned_full,aligned_kd,aligned_mut,aligned_ptm,ortholog_full,ortholog_kd
PK,TK,CSK,,,PKA;CSK;MATK,,,398,398,PK_TK_CSK.png,PK_TK_CSK.png,PK_TK_CSK.png,PK_TK_CSK.png,PK_TK_CSK.aln,PK_TK_CSK.fasta,PK_TK_CSK.fasta,PK_TK_CSK.txt,PK_TK_CSK.txt,PK_TK_CSK.fasta,PK_TK_CSK.fasta
PK,TK,CSK,,CSK,PKA;CSK,P41240,0,258,258,PK_TK_CSK__CSK.png,PK_TK_CSK__CSK.png,PK_TK_CSK__CSK.png,PK_TK_CSK__CSK.png,PK_TK_CSK__CSK.aln,PK_TK_CSK__CSK.fasta,PK_TK_CSK__CSK.fasta,PK_TK_CSK__CSK.txt,PK_TK_CSK__CSK.txt,PK_TK_CSK__CSK.fasta,PK_TK_CSK__CSK.fasta
PK,TK,CSK,,MATK (CTK),PKA;MATK,P42679,0,140,140,PK_TK_CSK__MATK.png,PK_TK_CSK__MATK.png,PK_TK_CSK__MATK.png,PK_TK_CSK__MATK.png,PK_TK_CSK__MATK.aln,PK_TK_CSK__MATK.fasta,PK_TK_CSK__MATK.fasta,PK_TK_CSK__MATK.txt,PK_TK_CSK__MATK.txt,PK_TK_CSK__MATK.fasta,PK_TK_CSK__MATK.fasta
PK,TK,DDR,,,PKA;DDR1;DDR2,,,299,299,PK_TK_DDR.png,PK_TK_DDR.png,PK_TK_DDR.png,PK_TK_DDR.png,PK_TK_DDR.aln,PK_TK_DDR.fasta,PK_TK_DDR.fasta,PK_TK_DDR.txt,PK_TK_DDR.txt,PK_TK_DDR.fasta,PK_TK_DDR.fasta
PK,TK,DDR,,DDR1,PKA;DDR1,Q08345,0,90,90,PK_TK_DDR__DDR1.png,PK_TK_DDR__DDR1.png,PK_TK_DDR__DDR1.png,PK_TK_DDR__DDR1.png,PK_TK_DDR__DDR1.aln,PK_TK_DDR__DDR1.fasta,PK_TK_DDR__DDR1.fasta,PK_TK_DDR__DDR1.txt,PK_TK_DDR__DDR1.txt,PK_TK_DDR__DDR1.fasta,PK_TK_DDR__DDR1.fasta
PK,TK,DDR,,DDR2,PKA;DDR2,Q16832,0,209,209,PK_TK_DDR__DDR2.png,PK_TK_DDR__DDR2.png,PK_TK_DDR__DDR2.png,PK_TK_DDR__DDR2.png,PK_TK_DDR__DDR2.aln,PK_TK_DDR__DDR2.fasta,PK_TK_DDR__DDR2.fasta,PK_TK_DDR__DDR2.txt,PK_TK_DDR__DDR2.txt,PK_TK_DDR__DDR2.fasta,PK_TK_DDR__DDR2.fasta
PK,TK,EGFR,,,PKA;EGFR;ERBB2;ERBB3;ERBB4,,,466,466,PK_TK_EGFR.png,PK_TK_EGFR.png,PK_TK_EGFR.png,PK_TK_EGFR.png,PK_TK_EGFR.aln,PK_TK_EGFR.fasta,PK_TK_EGFR.fasta,PK_TK_EGFR.txt,PK_TK_EGFR.txt,PK_TK_EGFR.fasta,PK_TK_EGFR.fasta
PK,TK,EGFR,,EGFR,PKA;EGFR,P00533,0,131,131,PK_TK_EGFR__EGFR.png,PK_TK_EGFR__EGFR.png,PK_TK_EGFR__EGFR.png,PK_TK_EGFR__EGFR.png,PK_TK_EGFR__EGFR.aln,PK_TK_EGFR__EGFR.fasta,PK_TK_EGFR__EGFR.fasta,PK_TK_EGFR__EGFR.txt,PK_TK_EGFR__EGFR.txt,PK_TK_EGFR__EGFR.fasta,PK_TK_EGFR__EGFR.fasta
PK,TK,EGFR,,ERBB2 (HER2),PKA;ERBB2,P04626,0,119,119,PK_TK_EGFR__ERBB2.png,PK_TK_EGFR__ERBB2.png,PK_TK_EGFR__ERBB2.png,PK_TK_EGFR__ERBB2.png,PK_TK_EGFR__ERBB2.aln,PK_TK_EGFR__ERBB2.fasta,PK_TK_EGFR__ERBB2.fasta,PK_TK_EGFR__ERBB2.txt,PK_TK_EGFR__ERBB2.txt,PK_TK_EGFR__ERBB2.fasta,PK_TK_EGFR__ERBB2.fasta
PK,TK,EGFR,,ERBB3 (HER3),PKA;ERBB3,P21860,0,92,92,PK_TK_EGFR__ERBB3.png,PK_TK_EGFR__ERBB3.png,PK_TK_EGFR__ERBB3.png,PK_TK_EGFR__ERBB3.png,PK_TK_EGFR__ERBB3.aln,PK_TK_EGFR__ERBB3.fasta,PK_TK_EGFR__ERBB3.fasta,PK_TK_EGFR__ERBB3.txt,PK_TK_EGFR__ERBB3.txt,PK_TK_EGFR__ERBB3.fasta,PK_TK_EGFR__ERBB3.fasta
PK,TK,EGFR,,ERBB4 (HER4),PKA;ERBB4,Q15303,0,124,124,PK_TK_EGFR__ERBB4.png,PK_TK_EGFR__ERBB4.png,PK_TK_EGFR__ERBB4.png,PK_TK_EGFR__ERBB4.png,PK_TK_EGFR__ERBB4.aln,PK_TK_EGFR__ERBB4.fasta,PK_TK_EGFR__ERBB4.fasta,PK_TK_EGFR__ERBB4.txt,PK_TK_EGFR__ERBB4.txt,PK_TK_EGFR__ERBB4.fasta,PK_TK_EGFR__ERBB4.fasta
PK,TK,EPH,,,PKA;EPHA1;EPHA10;EPHA2;EPHA3;EPHA4;EPHA5;EPHA6;EPHA7;EPHA8;EPHB1;EPHB2;EPHB3;EPHB4;EPHB6,,,1409,1409,PK_TK_EPH.png,PK_TK_EPH.png,PK_TK_EPH.png,PK_TK_EPH.png,PK_TK_EPH.aln,PK_TK_EPH.fasta,PK_TK_EPH.fasta,PK_TK_EPH.txt,PK_TK_EPH.txt,PK_TK_EPH.fasta,PK_TK_EPH.fasta
PK,TK,EPH,,EPHA1,PKA;EPHA1,P21709,0,92,92,PK_TK_EPH__EPHA1.png,PK_TK_EPH__EPHA1.png,PK_TK_EPH__EPHA1.png,PK_TK_EPH__EPHA1.png,PK_TK_EPH__EPHA1.aln,PK_TK_EPH__EPHA1.fasta,PK_TK_EPH__EPHA1.fasta,PK_TK_EPH__EPHA1.txt,PK_TK_EPH__EPHA1.txt,PK_TK_EPH__EPHA1.fasta,PK_TK_EPH__EPHA1.fasta
PK,TK,EPH,,EPHA2,PKA;EPHA2,P29317,0,116,116,PK_TK_EPH__EPHA2.png,PK_TK_EPH__EPHA2.png,PK_TK_EPH__EPHA2.png,PK_TK_EPH__EPHA2.png,PK_TK_EPH__EPHA2.aln,PK_TK_EPH__EPHA2.fasta,PK_TK_EPH__EPHA2.fasta,PK_TK_EPH__EPHA2.txt,PK_TK_EPH__EPHA2.txt,PK_TK_EPH__EPHA2.fasta,PK_TK_EPH__EPHA2.fasta
PK,TK,EPH,,EPHA3,PKA;EPHA3,P29320,0,115,115,PK_TK_EPH__EPHA3.png,PK_TK_EPH__EPHA3.png,PK_TK_EPH__EPHA3.png,PK_TK_EPH__EPHA3.png,PK_TK_EPH__EPHA3.aln,PK_TK_EPH__EPHA3.fasta,PK_TK_EPH__EPHA3.fasta,PK_TK_EPH__EPHA3.txt,PK_TK_EPH__EPHA3.txt,PK_TK_EPH__EPHA3.fasta,PK_TK_EPH__EPHA3.fasta
PK,TK,EPH,,EPHA4,PKA;EPHA4,P54764,0,130,130,PK_TK_EPH__EPHA4.png,PK_TK_EPH__EPHA4.png,PK_TK_EPH__EPHA4.png,PK_TK_EPH__EPHA4.png,PK_TK_EPH__EPHA4.aln,PK_TK_EPH__EPHA4.fasta,PK_TK_EPH__EPHA4.fasta,PK_TK_EPH__EPHA4.txt,PK_TK_EPH__EPHA4.txt,PK_TK_EPH__EPHA4.fasta,PK_TK_EPH__EPHA4.fasta
PK,TK,EPH,,EPHA5,PKA;EPHA5,P54756,0,105,105,PK_TK_EPH__EPHA5.png,,PK_TK_EPH__EPHA5.png,PK_TK_EPH__EPHA5.png,PK_TK_EPH__EPHA5.aln,PK_TK_EPH__EPHA5.fasta,PK_TK_EPH__EPHA5.fasta,PK_TK_EPH__EPHA5.txt,,PK_TK_EPH__EPHA5.fasta,PK_TK_EPH__EPHA5.fasta
PK,TK,EPH,,EPHA6,PKA;EPHA6,Q9UF33,0,88,88,PK_TK_EPH__EPHA6.png,PK_TK_EPH__EPHA6.png,PK_TK_EPH__EPHA6.png,PK_TK_EPH__EPHA6.png,PK_TK_EPH__EPHA6.aln,PK_TK_EPH__EPHA6.fasta,PK_TK_EPH__EPHA6.fasta,PK_TK_EPH__EPHA6.txt,PK_TK_EPH__EPHA6.txt,PK_TK_EPH__EPHA6.fasta,PK_TK_EPH__EPHA6.fasta
PK,TK,EPH,,EPHA7,PKA;EPHA7,Q15375,0,124,124,PK_TK_EPH__EPHA7.png,PK_TK_EPH__EPHA7.png,PK_TK_EPH__EPHA7.png,PK_TK_EPH__EPHA7.png,PK_TK_EPH__EPHA7.aln,PK_TK_EPH__EPHA7.fasta,PK_TK_EPH__EPHA7.fasta,PK_TK_EPH__EPHA7.txt,PK_TK_EPH__EPHA7.txt,PK_TK_EPH__EPHA7.fasta,PK_TK_EPH__EPHA7.fasta
PK,TK,EPH,,EPHA8,PKA;EPHA8,P29322,0,118,118,PK_TK_EPH__EPHA8.png,PK_TK_EPH__EPHA8.png,PK_TK_EPH__EPHA8.png,PK_TK_EPH__EPHA8.png,PK_TK_EPH__EPHA8.aln,PK_TK_EPH__EPHA8.fasta,PK_TK_EPH__EPHA8.fasta,PK_TK_EPH__EPHA8.txt,PK_TK_EPH__EPHA8.txt,PK_TK_EPH__EPHA8.fasta,PK_TK_EPH__EPHA8.fasta
PK,TK,EPH,,EPHA10,PKA;EPHA10,Q5JZY3,0,42,42,PK_TK_EPH__EPHA10.png,PK_TK_EPH__EPHA10.png,PK_TK_EPH__EPHA10.png,PK_TK_EPH__EPHA10.png,PK_TK_EPH__EPHA10.aln,PK_TK_EPH__EPHA10.fasta,PK_TK_EPH__EPHA10.fasta,PK_TK_EPH__EPHA10.txt,PK_TK_EPH__EPHA10.txt,PK_TK_EPH__EPHA10.fasta,PK_TK_EPH__EPHA10.fasta
PK,TK,EPH,,EPHB1,PKA;EPHB1,P54762,0,113,113,PK_TK_EPH__EPHB1.png,PK_TK_EPH__EPHB1.png,PK_TK_EPH__EPHB1.png,PK_TK_EPH__EPHB1.png,PK_TK_EPH__EPHB1.aln,PK_TK_EPH__EPHB1.fasta,PK_TK_EPH__EPHB1.fasta,PK_TK_EPH__EPHB1.txt,PK_TK_EPH__EPHB1.txt,PK_TK_EPH__EPHB1.fasta,PK_TK_EPH__EPHB1.fasta
PK,TK,EPH,,EPHB2,PKA;EPHB2,P29323,0,89,89,PK_TK_EPH__EPHB2.png,PK_TK_EPH__EPHB2.png,PK_TK_EPH__EPHB2.png,PK_TK_EPH__EPHB2.png,PK_TK_EPH__EPHB2.aln,PK_TK_EPH__EPHB2.fasta,PK_TK_EPH__EPHB2.fasta,PK_TK_EPH__EPHB2.txt,PK_TK_EPH__EPHB2.txt,PK_TK_EPH__EPHB2.fasta,PK_TK_EPH__EPHB2.fasta
PK,TK,EPH,,EPHB3,PKA;EPHB3,P54753,0,124,124,PK_TK_EPH__EPHB3.png,PK_TK_EPH__EPHB3.png,PK_TK_EPH__EPHB3.png,PK_TK_EPH__EPHB3.png,PK_TK_EPH__EPHB3.aln,PK_TK_EPH__EPHB3.fasta,PK_TK_EPH__EPHB3.fasta,PK_TK_EPH__EPHB3.txt,PK_TK_EPH__EPHB3.txt,PK_TK_EPH__EPHB3.fasta,PK_TK_EPH__EPHB3.fasta
PK,TK,EPH,,EPHB4,PKA;EPHB4,P54760,0,94,94,PK_TK_EPH__EPHB4.png,PK_TK_EPH__EPHB4.png,PK_TK_EPH__EPHB4.png,PK_TK_EPH__EPHB4.png,PK_TK_EPH__EPHB4.aln,PK_TK_EPH__EPHB4.fasta,PK_TK_EPH__EPHB4.fasta,PK_TK_EPH__EPHB4.txt,PK_TK_EPH__EPHB4.txt,PK_TK_EPH__EPHB4.fasta,PK_TK_EPH__EPHB4.fasta
PK,TK,EPH,,EPHB6,PKA;EPHB6,O15197,0,59,59,PK_TK_EPH__EPHB6.png,,PK_TK_EPH__EPHB6.png,PK_TK_EPH__EPHB6.png,PK_TK_EPH__EPHB6.aln,PK_TK_EPH__EPHB6.fasta,PK_TK_EPH__EPHB6.fasta,PK_TK_EPH__EPHB6.txt,,PK_TK_EPH__EPHB6.fasta,PK_TK_EPH__EPHB6.fasta
PK,TK,FAK,,,PKA;PTK2;PTK2B,,,324,324,PK_TK_FAK.png,PK_TK_FAK.png,PK_TK_FAK.png,PK_TK_FAK.png,PK_TK_FAK.aln,PK_TK_FAK.fasta,PK_TK_FAK.fasta,PK_TK_FAK.txt,PK_TK_FAK.txt,PK_TK_FAK.fasta,PK_TK_FAK.fasta
PK,TK,FAK,,PTK2 (FAK),PKA;PTK2,Q05397,0,206,206,PK_TK_FAK__PTK2.png,PK_TK_FAK__PTK2.png,PK_TK_FAK__PTK2.png,PK_TK_FAK__PTK2.png,PK_TK_FAK__PTK2.aln,PK_TK_FAK__PTK2.fasta,PK_TK_FAK__PTK2.fasta,PK_TK_FAK__PTK2.txt,PK_TK_FAK__PTK2.txt,PK_TK_FAK__PTK2.fasta,PK_TK_FAK__PTK2.fasta
PK,TK,FAK,,PTK2B (PYK2),PKA;PTK2B,Q14289,0,118,118,PK_TK_FAK__PTK2B.png,PK_TK_FAK__PTK2B.png,PK_TK_FAK__PTK2B.png,PK_TK_FAK__PTK2B.png,PK_TK_FAK__PTK2B.aln,PK_TK_FAK__PTK2B.fasta,PK_TK_FAK__PTK2B.fasta,PK_TK_FAK__PTK2B.txt,PK_TK_FAK__PTK2B.txt,PK_TK_FAK__PTK2B.fasta,PK_TK_FAK__PTK2B.fasta
PK,TK,FER,,,PKA;FER;FES,,,242,242,PK_TK_FER.png,PK_TK_FER.png,PK_TK_FER.png,PK_TK_FER.png,PK_TK_FER.aln,PK_TK_FER.fasta,PK_TK_FER.fasta,PK_TK_FER.txt,PK_TK_FER.txt,PK_TK_FER.fasta,PK_TK_FER.fasta
PK,TK,FER,,FER,PKA;FER,P16591,0,135,135,PK_TK_FER__FER.png,PK_TK_FER__FER.png,PK_TK_FER__FER.png,PK_TK_FER__FER.png,PK_TK_FER__FER.aln,PK_TK_FER__FER.fasta,PK_TK_FER__FER.fasta,PK_TK_FER__FER.txt,PK_TK_FER__FER.txt,PK_TK_FER__FER.fasta,PK_TK_FER__FER.fasta
PK,TK,FER,,FES,PKA;FES,P07332,0,107,107,PK_TK_FER__FES.png,PK_TK_FER__FES.png,PK_TK_FER__FES.png,PK_TK_FER__FES.png,PK_TK_FER__FES.aln,PK_TK_FER__FES.fasta,PK_TK_FER__FES.fasta,PK_TK_FER__FES.txt,PK_TK_FER__FES.txt,PK_TK_FER__FES.fasta,PK_TK_FER__FES.fasta
PK,TK,FGFR,,,PKA;FGFR1;FGFR2;FGFR3;FGFR4,,,399,399,PK_TK_FGFR.png,PK_TK_FGFR.png,PK_TK_FGFR.png,PK_TK_FGFR.png,PK_TK_FGFR.aln,PK_TK_FGFR.fasta,PK_TK_FGFR.fasta,PK_TK_FGFR.txt,PK_TK_FGFR.txt,PK_TK_FGFR.fasta,PK_TK_FGFR.fasta
PK,TK,FGFR,,FGFR1,PKA;FGFR1,P11362,0,138,138,PK_TK_FGFR__FGFR1.png,PK_TK_FGFR__FGFR1.png,PK_TK_FGFR__FGFR1.png,PK_TK_FGFR__FGFR1.png,PK_TK_FGFR__FGFR1.aln,PK_TK_FGFR__FGFR1.fasta,PK_TK_FGFR__FGFR1.fasta,PK_TK_FGFR__FGFR1.txt,PK_TK_FGFR__FGFR1.txt,PK_TK_FGFR__FGFR1.fasta,PK_TK_FGFR__FGFR1.fasta
PK,TK,FGFR,,FGFR2,PKA;FGFR2,P21802,0,131,131,PK_TK_FGFR__FGFR2.png,PK_TK_FGFR__FGFR2.png,PK_TK_FGFR__FGFR2.png,PK_TK_FGFR__FGFR2.png,PK_TK_FGFR__FGFR2.aln,PK_TK_FGFR__FGFR2.fasta,PK_TK_FGFR__FGFR2.fasta,PK_TK_FGFR__FGFR2.txt,PK_TK_FGFR__FGFR2.txt,PK_TK_FGFR__FGFR2.fasta,PK_TK_FGFR__FGFR2.fasta
PK,TK,FGFR,,FGFR3,PKA;FGFR3,P22607,0,73,73,PK_TK_FGFR__FGFR3.png,PK_TK_FGFR__FGFR3.png,PK_TK_FGFR__FGFR3.png,PK_TK_FGFR__FGFR3.png,PK_TK_FGFR__FGFR3.aln,PK_TK_FGFR__FGFR3.fasta,PK_TK_FGFR__FGFR3.fasta,PK_TK_FGFR__FGFR3.txt,PK_TK_FGFR__FGFR3.txt,PK_TK_FGFR__FGFR3.fasta,PK_TK_FGFR__FGFR3.fasta
PK,TK,FGFR,,FGFR4,PKA;FGFR4,P22455,0,57,57,PK_TK_FGFR__FGFR4.png,PK_TK_FGFR__FGFR4.png,PK_TK_FGFR__FGFR4.png,PK_TK_FGFR__FGFR4.png,PK_TK_FGFR__FGFR4.aln,PK_TK_FGFR__FGFR4.fasta,PK_TK_FGFR__FGFR4.fasta,PK_TK_FGFR__FGFR4.txt,PK_TK_FGFR__FGFR4.txt,PK_TK_FGFR__FGFR4.fasta,PK_TK_FGFR__FGFR4.fasta
PK,TK,INSR,,,PKA;IGF1R;INSR;INSRR,,,239,239,PK_TK_INSR.png,PK_TK_INSR.png,PK_TK_INSR.png,PK_TK_INSR.png,PK_TK_INSR.aln,PK_TK_INSR.fasta,PK_TK_INSR.fasta,PK_TK_INSR.txt,PK_TK_INSR.txt,PK_TK_INSR.fasta,PK_TK_INSR.fasta
PK,TK,INSR,,IGF1R,PKA;IGF1R,P08069,0,95,95,PK_TK_INSR__IGF1R.png,PK_TK_INSR__IGF1R.png,PK_TK_INSR__IGF1R.png,PK_TK_INSR__IGF1R.png,PK_TK_INSR__IGF1R.aln,PK_TK_INSR__IGF1R.fasta,PK_TK_INSR__IGF1R.fasta,PK_TK_INSR__IGF1R.txt,PK_TK_INSR__IGF1R.txt,PK_TK_INSR__IGF1R.fasta,PK_TK_INSR__IGF1R.fasta
PK,TK,INSR,,INSR,PKA;INSR,P06213,0,88,88,PK_TK_INSR__INSR.png,PK_TK_INSR__INSR.png,PK_TK_INSR__INSR.png,PK_TK_INSR__INSR.png,PK_TK_INSR__INSR.aln,PK_TK_INSR__INSR.fasta,PK_TK_INSR__INSR.fasta,PK_TK_INSR__INSR.txt,PK_TK_INSR__INSR.txt,PK_TK_INSR__INSR.fasta,PK_TK_INSR__INSR.fasta
PK,TK,INSR,,INSRR (IRR),PKA;INSRR,P14616,0,56,56,PK_TK_INSR__INSRR.png,PK_TK_INSR__INSRR.png,PK_TK_INSR__INSRR.png,PK_TK_INSR__INSRR.png,PK_TK_INSR__INSRR.aln,PK_TK_INSR__INSRR.fasta,PK_TK_INSR__INSRR.fasta,PK_TK_INSR__INSRR.txt,PK_TK_INSR__INSRR.txt,PK_TK_INSR__INSRR.fasta,PK_TK_INSR__INSRR.fasta
PK,TK,JAK,,,PKA;JAK1;JAK2;JAK3;TYK2,,,377,377,PK_TK_JAK.png,PK_TK_JAK.png,PK_TK_JAK.png,PK_TK_JAK.png,PK_TK_JAK.aln,PK_TK_JAK.fasta,PK_TK_JAK.fasta,PK_TK_JAK.txt,PK_TK_JAK.txt,PK_TK_JAK.fasta,PK_TK_JAK.fasta
PK,TK,JAK,,JAK1,PKA;JAK1,P23458,0,134,134,PK_TK_JAK__JAK1.png,,PK_TK_JAK__JAK1.png,PK_TK_JAK__JAK1.png,PK_TK_JAK__JAK1.aln,PK_TK_JAK__JAK1.fasta,PK_TK_JAK__JAK1.fasta,PK_TK_JAK__JAK1.txt,,PK_TK_JAK__JAK1.fasta,PK_TK_JAK__JAK1.fasta
PK,TK,JAK,,JAK2,PKA;JAK2,O60674,0,75,75,PK_TK_JAK__JAK2.png,,PK_TK_JAK__JAK2.png,PK_TK_JAK__JAK2.png,PK_TK_JAK__JAK2.aln,PK_TK_JAK__JAK2.fasta,PK_TK_JAK__JAK2.fasta,PK_TK_JAK__JAK2.txt,,PK_TK_JAK__JAK2.fasta,PK_TK_JAK__JAK2.fasta
PK,TK,JAK,,JAK3,PKA;JAK3,P52333,0,64,64,PK_TK_JAK__JAK3.png,PK_TK_JAK__JAK3.png,PK_TK_JAK__JAK3.png,PK_TK_JAK__JAK3.png,PK_TK_JAK__JAK3.aln,PK_TK_JAK__JAK3.fasta,PK_TK_JAK__JAK3.fasta,PK_TK_JAK__JAK3.txt,PK_TK_JAK__JAK3.txt,PK_TK_JAK__JAK3.fasta,PK_TK_JAK__JAK3.fasta
PK,TK,JAK,,TYK2,PKA;TYK2,P29597,0,104,104,PK_TK_JAK__TYK2.png,,PK_TK_JAK__TYK2.png,PK_TK_JAK__TYK2.png,PK_TK_JAK__TYK2.aln,PK_TK_JAK__TYK2.fasta,PK_TK_JAK__TYK2.fasta,PK_TK_JAK__TYK2.txt,,PK_TK_JAK__TYK2.fasta,PK_TK_JAK__TYK2.fasta
PK,TK,JAKb,,,PKA;JAK1-b;JAK2-b;JAK3-b;TYK2-b,,,433,433,PK_TK_JAKb.png,PK_TK_JAKb.png,PK_TK_JAKb.png,PK_TK_JAKb.png,PK_TK_JAKb.aln,PK_TK_JAKb.fasta,PK_TK_JAKb.fasta,PK_TK_JAKb.txt,PK_TK_JAKb.txt,,PK_TK_JAKb.fasta
PK,TK,JAKb,,JAK1-b (JAK1~b),PKA;JAK1-b,P23458,0,130,130,PK_TK_JAKb__JAK1-b.png,PK_TK_JAKb__JAK1-b.png,PK_TK_JAKb__JAK1-b.png,PK_TK_JAKb__JAK1-b.png,PK_TK_JAKb__JAK1-b.aln,PK_TK_JAKb__JAK1-b.fasta,PK_TK_JAKb__JAK1-b.fasta,PK_TK_JAKb__JAK1-b.txt,PK_TK_JAKb__JAK1-b.txt,,PK_TK_JAKb__JAK1-b.fasta
PK,TK,JAKb,,JAK2-b (JAK2~b),PKA;JAK2-b,O60674,0,138,138,PK_TK_JAKb__JAK2-b.png,PK_TK_JAKb__JAK2-b.png,PK_TK_JAKb__JAK2-b.png,PK_TK_JAKb__JAK2-b.png,PK_TK_JAKb__JAK2-b.aln,PK_TK_JAKb__JAK2-b.fasta,PK_TK_JAKb__JAK2-b.fasta,PK_TK_JAKb__JAK2-b.txt,PK_TK_JAKb__JAK2-b.txt,,PK_TK_JAKb__JAK2-b.fasta
PK,TK,JAKb,,JAK3-b (JAK3~b),PKA;JAK3-b,P52333,0,55,55,PK_TK_JAKb__JAK3-b.png,PK_TK_JAKb__JAK3-b.png,PK_TK_JAKb__JAK3-b.png,PK_TK_JAKb__JAK3-b.png,PK_TK_JAKb__JAK3-b.aln,PK_TK_JAKb__JAK3-b.fasta,PK_TK_JAKb__JAK3-b.fasta,PK_TK_JAKb__JAK3-b.txt,PK_TK_JAKb__JAK3-b.txt,,PK_TK_JAKb__JAK3-b.fasta
PK,TK,JAKb,,TYK2-b (Tyk2~b),PKA;TYK2-b,P29597,0,110,110,PK_TK_JAKb__TYK2-b.png,PK_TK_JAKb__TYK2-b.png,PK_TK_JAKb__TYK2-b.png,PK_TK_JAKb__TYK2-b.png,PK_TK_JAKb__TYK2-b.aln,PK_TK_JAKb__TYK2-b.fasta,PK_TK_JAKb__TYK2-b.fasta,PK_TK_JAKb__TYK2-b.txt,PK_TK_JAKb__TYK2-b.txt,,PK_TK_JAKb__TYK2-b.fasta
PK,TK,LMR,,,PKA;AATK;LMTK2;LMTK3,,,301,301,PK_TK_LMR.png,PK_TK_LMR.png,PK_TK_LMR.png,PK_TK_LMR.png,PK_TK_LMR.aln,PK_TK_LMR.fasta,PK_TK_LMR.fasta,PK_TK_LMR.txt,PK_TK_LMR.txt,PK_TK_LMR.fasta,PK_TK_LMR.fasta
PK,TK,LMR,,AATK (Lmr1),PKA;AATK,Q6ZMQ8,0,98,98,PK_TK_LMR__AATK.png,PK_TK_LMR__AATK.png,PK_TK_LMR__AATK.png,PK_TK_LMR__AATK.png,PK_TK_LMR__AATK.aln,PK_TK_LMR__AATK.fasta,PK_TK_LMR__AATK.fasta,PK_TK_LMR__AATK.txt,PK_TK_LMR__AATK.txt,PK_TK_LMR__AATK.fasta,PK_TK_LMR__AATK.fasta
PK,TK,LMR,,LMTK2 (Lmr2),PKA;LMTK2,Q8IWU2,1,132,132,PK_TK_LMR__LMTK2.png,PK_TK_LMR__LMTK2.png,PK_TK_LMR__LMTK2.png,PK_TK_LMR__LMTK2.png,PK_TK_LMR__LMTK2.aln,PK_TK_LMR__LMTK2.fasta,PK_TK_LMR__LMTK2.fasta,PK_TK_LMR__LMTK2.txt,PK_TK_LMR__LMTK2.txt,PK_TK_LMR__LMTK2.fasta,PK_TK_LMR__LMTK2.fasta
PK,TK,LMR,,LMTK3 (Lmr3),PKA;LMTK3,Q96Q04,1,71,71,PK_TK_LMR__LMTK3.png,PK_TK_LMR__LMTK3.png,PK_TK_LMR__LMTK3.png,PK_TK_LMR__LMTK3.png,PK_TK_LMR__LMTK3.aln,PK_TK_LMR__LMTK3.fasta,PK_TK_LMR__LMTK3.fasta,PK_TK_LMR__LMTK3.txt,PK_TK_LMR__LMTK3.txt,PK_TK_LMR__LMTK3.fasta,PK_TK_LMR__LMTK3.fasta
PK,TK,MET,,,PKA;MET;MST1R,,,225,225,PK_TK_MET.png,PK_TK_MET.png,PK_TK_MET.png,PK_TK_MET.png,PK_TK_MET.aln,PK_TK_MET.fasta,PK_TK_MET.fasta,PK_TK_MET.txt,PK_TK_MET.txt,PK_TK_MET.fasta,PK_TK_MET.fasta
PK,TK,MET,,MET,PKA;MET,P08581,0,182,182,PK_TK_MET__MET.png,PK_TK_MET__MET.png,PK_TK_MET__MET.png,PK_TK_MET__MET.png,PK_TK_MET__MET.aln,PK_TK_MET__MET.fasta,PK_TK_MET__MET.fasta,PK_TK_MET__MET.txt,PK_TK_MET__MET.txt,PK_TK_MET__MET.fasta,PK_TK_MET__MET.fasta
PK,TK,MET,,MST1R (Ron),PKA;MST1R,Q04912,0,43,43,PK_TK_MET__MST1R.png,,PK_TK_MET__MST1R.png,PK_TK_MET__MST1R.png,PK_TK_MET__MST1R.aln,PK_TK_MET__MST1R.fasta,PK_TK_MET__MST1R.fasta,PK_TK_MET__MST1R.txt,,PK_TK_MET__MST1R.fasta,PK_TK_MET__MST1R.fasta
PK,TK,MUSK,,,PKA;MUSK,,,228,228,PK_TK_MUSK.png,PK_TK_MUSK.png,PK_TK_MUSK.png,PK_TK_MUSK.png,PK_TK_MUSK.aln,PK_TK_MUSK.fasta,PK_TK_MUSK.fasta,PK_TK_MUSK.txt,PK_TK_MUSK.txt,PK_TK_MUSK.fasta,PK_TK_MUSK.fasta
PK,TK,MUSK,,MUSK,PKA;MUSK,O15146,0,228,228,PK_TK_MUSK__MUSK.png,PK_TK_MUSK__MUSK.png,PK_TK_MUSK__MUSK.png,PK_TK_MUSK__MUSK.png,PK_TK_MUSK__MUSK.aln,PK_TK_MUSK__MUSK.fasta,PK_TK_MUSK__MUSK.fasta,PK_TK_MUSK__MUSK.txt,PK_TK_MUSK__MUSK.txt,PK_TK_MUSK__MUSK.fasta,PK_TK_MUSK__MUSK.fasta
PK,TK,PDGFR,,,PKA;CSF1R;FLT3;KIT;PDGFRA;PDGFRB,,,678,678,PK_TK_PDGFR.png,PK_TK_PDGFR.png,PK_TK_PDGFR.png,PK_TK_PDGFR.png,PK_TK_PDGFR.aln,PK_TK_PDGFR.fasta,PK_TK_PDGFR.fasta,PK_TK_PDGFR.txt,PK_TK_PDGFR.txt,PK_TK_PDGFR.fasta,PK_TK_PDGFR.fasta
